SMILES,Atomization_Energy_eV,Bandgap_Bulk_eV,Bandgap_Chain_eV
*C(=O)CCN(C)CCN(C)CCC(=O)N1CCN(*)CC1,,,4.9845
*c1ccc(N2C(=O)N(*)C2=O)cc1,,,4.9853
*CC#CC#CCOC(=O)CCC(=O)O*,,,4.9872
*CC(*)c1ccc(CCCCCC)cc1,,,4.9872
*CC(*)(C)C(=O)OCc1cccs1,,,4.9884
*CCN(*)C(=O)c1c(F)cc(F)c(F)c1F,,,4.9884
*CCCCCCCCCCNC(=O)C(C)=C(C)C(=O)N*,,,4.9889
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,,,4.9898
*NC(=O)NCCCCCCNC(=O)Nc1cccc(*)n1,,,4.99
*C=CC(C(=O)OC)C(*)c1ccccc1,,,4.9911
*CCCc1ccc(*)cc1,-5.78,4.7657,4.9932
*Oc1cccc(*)c1,,,4.9932
*OC(F)(F)c1ccc(C(*)(F)F)cc1,-5.92,4.4042,4.9933
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,,4.7199,4.994
*Oc1ccc(C(CCCC)(CCCC)c2ccc(OC(*)=O)cc2)cc1,,,4.9969
*C=CC1CC(*)c2c1c(O)n(-c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c2O,,,5.0009
*CCCC1CCN(C(=O)SSCCCCSSC(=O)N2CCC(*)CC2)CC1,,4.297,5.001
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC(C)C)cc1,,,5.0034
*OC(c1ccc(OC)cc1)C(C)(C)C(*)=O,,4.5832,5.0038
*Cc1cc(C)c(*)cc1C,,,5.0056
*NC(CC(=O)OCCC)C(*)=O,,,5.0074
*NC1NN(C(C(*)O)(C(F)(F)F)C(O)(Cl)C2(F)OC(O)C(O)C2O)O1,,,5.0077
*CC(*)c1ccc(CCCCCCCCCCCCCCCC)cc1,,,5.0097
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,,,5.0105
*CCN(*)C(=O)c1ccc(OC)cc1,,,5.0115
*Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC(*)=O)C4(C)C)cc3)CCC(C(C)(C)C)CC2)cc1,,,5.0195
*CCCC(C)(C)CNC(=O)c1cccc(C(=O)N*)c1,,,5.0204
*CC(*)SC,,,5.023
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,5.0235
*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,5.0249
*CC(O*)c1ccco1,,,5.0251
*CCC(C)=C(*)Cl,,,5.0263
*Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,,,5.0272
*CCN*,,,5.0274
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O*)cc1,,,5.0285
*CCNC(=O)c1ccc(O*)cc1,,,5.0314
*Oc1ccc(OC(=O)Oc2ccc(OC(*)=O)cc2)cc1C,,,5.0353
*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1,,,5.0377
*NC(CSC(=O)OCc1ccccc1)C(*)=O,,,5.0387
*OC(C)COC(=O)c1cccc(C(*)=O)c1,,,5.0391
*C1C=C(C)C(*)S1,,,5.0392
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1,,,5.0408
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,,,5.0411
*CCCOC(=O)Nc1cc(NC(=O)O*)ccc1C,,,5.0413
*Cc1ccc(C(=O)N*)cc1,-6.17,4.2448,5.0419
*OC(=O)CCc1ccc(CCC(*)=O)cc1,,,5.0434
*CC1CC1COC(=O)c1cccc(C(=O)O*)c1,,4.4908,5.0466
*OC(=C)CC(*)=O,,,5.0472
*CC(CO*)(CS(=O)(=O)CC)CS(=O)(=O)CC,,,5.0473
*Oc1ccc(OC(=O)CCC(*)=O)cc1,,,5.0485
*CC(*)c1cccc(C)n1,,,5.0497
*C=CC(C*)OC,,,5.0501
*CCCCCOC(=O)c1cccc(C(=O)O*)c1,,,5.0521
*CCc1ccc(*)c(Br)c1,,,5.0525
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OC(C)CC)cc1,,,5.053
*OC(C)CCOC(=O)c1cccc(C(*)=O)c1,,,5.0532
*c1cccc(N2CC(=O)N(*)CC2=O)c1,,,5.0572
*CC#CC#CCOC(=O)CCCCC(=O)O*,,,5.0598
*CC(*)OCc1ccccc1,,,5.0639
*C=CC1CC(*)C(C(=O)OC)C1C(=O)OC,,,5.0643
*COC(=O)NCc1ccc(CNC(=O)OCc2ccc(*)o2)o1,,,5.0674
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,,,5.0684
*CC(CS(=O)(=O)C(C)C)O*,,,5.0712
*CC(*)c1ccccc1C(=O)OC,,,5.0713
*c1ccc(*)c(O)c1,,,5.0734
*Oc1ccc(C(C)(C)c2ccc(Oc3nc(*)nc(OC)n3)cc2)cc1,,,5.075
*c1ccc(C(F)(F)CC(*)(F)F)s1,-5.59,3.8644,5.0751
*NC(Cc1c[CH3]cn1)C(*)=O,,,5.0757
*CCc1ccc(*)c(F)c1,,,5.0809
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,5.0813
*=CC1OC(C=*)c2c1c(O)n(-c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c2O,,,5.0857
*CCC(=O)OCCOC(=O)CCN1CCN(*)CC1,,,5.0863
*=CC1OC(C=*)c2c1c(O)n(-c1cccc(C(F)(F)F)c1)c2O,,,5.0879
*CC(*)(C)C(=O)OCC(=O)N1CCCC1,,5.3385,5.0881
*CC(OC(C)=O)C1C(=O)N(c2ccccc2)C(=O)C1(*)Cl,,,5.0889
*C(C)=C(*)CCC,,,5.0895
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,-5.79,4.5288,5.0895
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CSCCSCC(=O)O*,,,5.0898
*CCCCCCSSCCCCSS*,,4.2836,5.0908
*CCCCOC(=O)C(=O)O*,,,5.0922
*NNC(=O)c1cccc(C(*)=O)c1,,,5.0927
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCC)cc1,,,5.0929
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,-5.83,4.5558,5.0931
*CCOC(=O)Nc1cccc(NC(=O)O*)c1,,,5.098
*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,,,5.0984
*OC(=O)OC(*)=O,-6.78,5.926,5.0987
*CCCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,5.0994
*CCCOCCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,5.0994
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,,,5.1003
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,,,5.1025
*c1cnc(*)c(C)c1,,,5.1042
*C=CC1CC(*)C2C3CCC(C3)C12,,5.7656,5.1047
*CCN(*)C(=O)c1ccc(F)c(F)c1,,,5.106
*c1cc(C)c(*)cn1,,,5.1074
*CCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,,,5.1086
*CC(COc1cccc(C)c1)O*,,,5.1113
*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,,,5.1133
*CCOC(=O)Nc1cc(NC(=O)O*)ccc1C,,,5.1142
*COC(=O)NCCCCCCNC(=O)OCc1cccc(*)n1,,,5.1146
*c1ccc(C)c(N2CC(=O)N(*)CC2=O)c1,,,5.1153
*CCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,5.1162
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC)cc1,,,5.1162
*CCCCNC(=O)c1cccc(C(=O)N*)c1,,,5.1173
*c1ccc(*)c(C)n1,,,5.1183
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1C,,,5.1208
*CCc1ccc(*)c(Cl)c1Cl,,,5.1237
*CCCCCOC(=O)NCCSCCCCCCSCCNC(=O)O*,,,5.1243
*CCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,5.1252
*CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N*)cc1,,,5.1253
*CC1CC(*)CN(c2nc(N)nc(N)n2)C1,,,5.1254
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OC(C)CC)cc1,,,5.1256
*Oc1ccc(Cc2ccc(OC(=O)OCC3CCC(COC(*)=O)CC3)cc2)cc1,,,5.1271
*c1ccc(CC(F)(F)C(*)(F)F)cc1,-5.78,5.11,5.1278
*CCCCNC(=O)C(=O)N*,,,5.1306
*CC(OO*)c1ccc(Br)cc1,,,5.1335
*CCCP(CCCNC(=O)CCCCC(=O)N*)CC(C)C,,,5.1348
*OP(=O)(Oc1ccccc1)Oc1ccc(*)cc1,,,5.1351
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)OC3C(C)(C)C(OC(*)=O)C3(C)C)cc2)cc1,,,5.136
*C(=O)OC1=NCCN1*,,,5.1364
*Oc1ccc(OC(*)=O)cc1,-6.41,4.3251,5.1376
*CCOC(=O)NCCSCCCCSCCNC(=O)O*,,5.1094,5.1396
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,,,5.142
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OCCCCCC)cc1,,,5.1422
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCC(C)C)cc1,,,5.1444
*NC(CCC(*)=O)C(=O)OCc1ccccc1,,,5.1457
*c1c(*)c(O)n(C2CCCCC2)c1O,,,5.1464
*OC(C)COC(=O)Cc1ccc(CC(*)=O)cc1,,,5.1464
*CCCCCCNC(=O)C(=O)N*,,,5.1495
*CCCOC(=O)c1cccc(C(=O)O*)c1,,,5.151
*OC1CCCCC1*,,,5.1513
*CC(*)(C)C(=O)OCC(=O)N1CCOCC1,,,5.1555
*Oc1ccc(C(CC)c2ccc(OC(*)=O)cc2)cc1,,4.7325,5.1581
*C(=O)NCCCCCCNC(=O)c1cnn(*)c1,,,5.1584
*CCN(*)C(=O)c1ccc(F)cc1,,,5.1588
*Oc1ccc(C(C)c2ccc(OC(*)=O)c(C)c2)cc1C,,,5.159
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OCCCCCCCCCCCC)cc1,,,5.1624
*CNCN*,-5.22,6.2293,5.1634
*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O,,,5.1636
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCCCOC(*)=O)cc2)cc1,,,5.1657
*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,,,5.1678
*CCOC(=O)N(C)c1ccc(C)c(N(C)C(=O)O*)c1,,,5.1683
*CC(*)CCc1ccc(C)cc1,,4.5772,5.1686
*Cc1ccc(Cc2ccc(*)cc2)cc1,-6.09,4.2049,5.1689
*Oc1ccc(OC(=O)Oc2ccc(OC(*)=O)cc2)cc1Cl,,,5.1691
*CC(C)(C)COC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,5.1704
*CCCCOC(=O)c1cccc(C(=O)O*)c1,,,5.1711
*NC(CCCCN)C(*)=O,,,5.1712
*CCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,,,5.173
*CCc1cc(Cl)c(*)c(Cl)c1,,,5.1758
*C(=O)N(*)CCCCCCCCC=C,,,5.1782
*C=CCC(C*)(c1ccccc1)c1ccccc1,,,5.1804
*C=CC(C)(C)C(*)(C)C,,,5.1816
*CCc1ccc(*)c(Cl)c1,,,5.1823
*C1C2CC(=CC)C(C2)C1*,,,5.1841
*CC(*)c1cccc(C)c1,,,5.185
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CSCSCC(=O)O*,,,5.1865
*CCOC(=O)CCCCSCCCCC(=O)O*,,,5.1928
*CC(C)C=C(*)C,,,5.1994
*CC(O)COc1cccc(O*)c1,,,5.2018
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OC)cc1,,,5.2022
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,-5.9,4.8255,5.2025
*CCCCCCOC(=O)SSC(=O)O*,,,5.2035
*CC(OC(=O)C(=O)OCC)C(COC(=O)O*)OC(=O)C(=O)OCC,,,5.2047
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,,,5.2059
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCC3CCC(COC(*)=O)CC3)cc2)cc1,,,5.2076
*CCCN(*)C(=O)c1ccccc1,,,5.2083
*CCCN*,-5.18,6.381,5.2088
*CC(CO*)(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,,,5.21
*CC(*)C(=O)OCCCCCCSCC#N,,,5.2126
*Cc1c(C)c(C)c(CNC(=O)CCCC(=O)N*)c(C)c1C,,,5.2131
*C=CCC*,,,5.2133
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)O*,,,5.216
*CCc1cc(Cl)c(*)cc1Cl,,,5.2202
*CC(*)N,,,5.222
*Cc1ccc(COC(=O)CCCCCCCCC(=O)O*)cc1,,,5.2222
*CC(*)C(=O)NCC,,,5.2246
*C=CC1CC(*)C(C(=O)OCCNC(C)(C)C)C1,,4.7904,5.2249
*C=CC1CC(*)c2c1c(O)n(-c1ccc(C)cc1)c2O,,,5.2272
*CCCCCCOC(=O)NCCSCCCCCSCCNC(=O)O*,,5.1327,5.2279
*CC(CC)(CO)CO*,,,5.2286
*=CC1OC(C=*)c2c1c(O)n(-c1ccccc1C(F)(F)F)c2O,,,5.2302
*CC(*)(C)C(=O)Oc1ccccc1,,4.8118,5.2323
*Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N*)cc1,,,5.2323
*C=CC(C)C(*)C(=O)OCCCC,,5.4974,5.2364
*CCCCCCCCNC(=O)CCC=CCCC(=O)N*,,,5.2366
*C=CC1CC(*)c2c1c(O)n(CCC)c2O,,,5.2391
*c1ccc(C(C#N)(C(=O)O)C(*)(C#N)C(=O)O)cc1,,,5.2415
*C(=O)NCCCCCCNC(=O)c1cc(*)c(C)nc1C,,,5.2417
*CCCCCCCCCCCCCCCCCCCCOC(=O)C(=O)O*,,,5.2426
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO*)cc1,,,5.243
*OC(F)(F)C(=O)C(*)(F)F,-5.57,5.2263,5.2431
*CC(*)c1nc(C)nc(C)n1,,,5.2445
*CC(C)(C)O*,,,5.2445
*CCCCCCCOC(=O)C(=O)O*,,,5.2465
*C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,,,5.248
*CCCOC(=O)NCCSCCSCCNC(=O)O*,,,5.2508
*Oc1ccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)cc1,,,5.2532
*Oc1cccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)c1,,,5.2546
*CC(*)(Br)Br,,,5.2567
*OP(=O)(Oc1ccc(*)cc1)OC1CCCCC1,,,5.2577
*CC1CCC(COC(=O)NCCSCCCCCSCCNC(=O)O*)CC1,,5.4414,5.2578
*CC(*)C(=O)OCCSCC#N,,,5.2595
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC(*)=O)cc2)C(=O)OCCOCCOCC)cc1,,,5.2606
*CC(CS(C)(=O)=O)O*,,,5.2613
*C=CC1CC(*)C2(Cl)OC(=O)OC12Cl,,,5.2615
*CCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)C(=O)N*,,,5.2635
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,,,5.2644
*NC(CO)C(*)=O,,,5.2646
*CCCCCOC(=O)NCCSCCCCSCCNC(=O)O*,,,5.2673
*CCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,5.2687
*C(=O)Oc1ccc(OC(=O)N2CCN(*)CC2)cc1,,,5.2692
*CC(COCC=C)O*,,,5.2711
*OC(=O)Cc1ccc(CC(*)=O)cc1,,,5.2715
*CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,5.273
*CCCCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O*,,,5.2747
*CCC(C#N)CC(C)=C(*)C,,,5.2759
*CCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,5.2766
*CC(*)c1nc(N)nc(N)n1,,,5.2767
*CCOC(=O)NCCSCCSCCNC(=O)O*,,,5.2808
*C=CC1CC(*)C(C(=O)Oc2ccccc2)C1C(=O)Oc1ccccc1,,,5.2819
*CCC(Cl)=C(*)Cl,,,5.2834
*OC1CCCCCCC1*,,,5.2834
*CC(O*)c1ccccc1,,,5.2866
*OC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(*)COC12,,,5.287
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,,,5.288
*CCCCCOC(=O)CCCCSCCCCC(=O)O*,,,5.2896
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,,,5.2897
*NC(CCC(=O)OCc1ccc(Cl)cc1)C(*)=O,,,5.2897
*CCOCCOC(=O)CCCCSCCCCC(=O)O*,,,5.2898
*C=CC(C)C(*)C,,,5.2899
*CC(C(=O)Oc1ccccc1)C(C(=O)O)C(*)(C)C,,,5.2905
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,5.2905
*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,,,5.2951
*CC(*)=C,,,5.3034
*CCC(=O)NCc1c(C)c(C)c(CNC(=O)CCO*)c(C)c1C,,,5.3036
*CC(C)(CO*)COCC(F)(F)F,,,5.3043
*/C=C\C(C#N)C*,,,5.3057
*CCCCCOC(=O)NCCSCCCCCSCCNC(=O)O*,,,5.3077
*C=CC(C(=O)OC(C)C)C(*)C(=O)OC(C)C,,,5.3094
*CC1CCC(COC(=O)Cc2ccc(CC(=O)O*)cc2)CC1,,,5.3094
*CC(c1ccccc1)c1c(O)oc(O)c1*,,,5.3123
*CC(*)C(=O)NC(C)CC,,,5.3154
*NC(CC(=O)OCc1ccccc1)C(*)=O,,,5.316
*CCSSCCOCO*,,,5.3189
*CC(*)C(=O)N(CCC)CCC,,,5.3191
*C(C)C(*)OC,,,5.326
*CC(CC)(C(=O)O*)c1ccccc1,,,5.327
*CCC(*)=O,,,5.3275
*=CC1OC(C=*)c2c1c(O)n(-c1ccccc1)c2O,,,5.3284
*CNON*,-5.01,4.8889,5.3302
*CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O*,,,5.3303
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,,,5.3312
*OC1C(C)(C)C(*)C1(C)C,,,5.3323
*CC(*)C(=O)C(C)(C)C,,,5.3334
*CCCC1(C)CCN(C(=O)CCC(=O)N2CCC(*)(C)CC2)CC1,,,5.3334
*CCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,5.3355
*C1C=C(C)C(*)C1,,,5.3361
*NC(C)C(=O)NC(CCC(=O)OCC)C(=O)NCC(*)=O,,,5.3361
*C1(C)CC(*)(C)C(=O)N(C)C1=O,,,5.3373
*CC(=O)CO*,-5.62,4.6507,5.3391
*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,,,5.3395
*CCOC(=O)Nc1c(C)c(C)c(NC(=O)O*)c(C)c1C,,,5.3419
*CC(CS(=O)(=O)CC)O*,,,5.3436
*CS*,,4.8805,5.3464
*CC(COCCCC)O*,,,5.3487
*CCCCCCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O*)cc1,,,5.353
*CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N*,,,5.3556
*CCOCCOCCOC(=O)CCSCCC(=O)O*,,,5.3579
*CCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)C(=O)N*,,,5.3591
*CCC=C(*)C,,,5.3639
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,-5.99,4.5101,5.3668
*CCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,5.3668
*OC(C)CCOC(=O)CCCCSCCCCC(*)=O,,,5.3678
*CCC(=O)N(*)C,,,5.368
*C=CC(CN)C(*)C(=O)O,,,5.3681
*=CC1OC(C=*)c2c1c(O)n(-c1ccc(C(F)(F)F)cc1)c2O,,,5.369
*c1ccc(C(F)(F)NC(*)(F)F)cc1,-5.88,4.2709,5.3698
*CCOCCOCCOCCOC(=O)CCSCCC(=O)O*,,,5.3735
*CCCCCOC(=O)NCCSCCSCCNC(=O)O*,,,5.3739
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O*,,,5.3773
*CCCCCCN(C)C(=O)CCC(=O)N(*)C,,,5.3815
*C=CC1CC(*)C2CC=CC12,,5.6741,5.3836
*CC(CC(C)(C)C)O*,,,5.3855
*CC=CCNC(=O)CCC=CCCC(=O)N*,,,5.3865
*C=CC1CC(*)C(C(F)(F)F)(C(F)(F)F)C1(F)F,,,5.3867
*CCCCCC(=O)S*,,5.0001,5.3869
*CC(C)(CO*)COCCC#N,,,5.387
*CCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O*,,,5.3882
*C=CC1CC(*)C(C(=O)OC)C1,,,5.39
*CC(*)OCC(=O)OC,,,5.3903
*c1ccc(C(C#N)(C(=O)OC)C(*)(C#N)C(=O)OC)cc1,,,5.3905
*CCCCCCCNC(=O)C=CCCC=CC(=O)N*,,,5.3907
*CCCCc1nnc(*)n1N,,,5.3914
*CCCCCCOC(=O)NCCSCCSCCNC(=O)O*,,4.7777,5.3918
*OC1CCCC1*,,,5.3919
*CCCCCCNC(=O)NCCCCNC(=O)N*,,,5.3951
*CCCOC(=O)CCCCSCCCCC(=O)O*,,,5.3966
*CCCC(*)=O,-5.52,5.13,5.3982
*CCC(c1ccccc1)C(*)c1ccccc1,,,5.4001
*CCCCCCCCc1nnc(*)n1N,,,5.4011
*CCCCOC(=O)CCCCSCCCCC(=O)O*,,,5.4021
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,,,5.4028
*OC(COC(*)=O)COc1ccccc1,,,5.4034
*CC(*)C(=O)OCCCSCCC#N,,,5.408
*CCCCCCc1nnc(*)n1N,,,5.4103
*C(=O)C1CC(OC(=O)CCC)CN1*,,,5.4104
*C=CC1CCC(*)C1,,,5.4117
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,,,5.4178
*C#CC#CCCCCCCCC*,,,5.4216
*CCCCCCCCCNC(=O)NCCCCCCCNC(=O)N*,,,5.422
*CCCNC(=O)NCCCCCCNC(=O)O*,,,5.4226
*CCNC(=O)C(OC)C(OC)C(=O)N*,,,5.4257
*CCOCCOC(=O)CCSCCC(=O)O*,,,5.4283
*CCCCCCOC(=O)NCCSCCCCSCCNC(=O)O*,,,5.4298
*CCCCCCCCn1c(O)cc(C2C=C(C)c3c(c(O)n(*)c3O)C2)c1O,,,5.4303
*CCCCCCCCCCNCCCCCCN*,,,5.4327
*CCCCNC(=O)C(OC)C(OC)C(=O)N*,,,5.4347
*CC(CCCC)O*,,,5.4348
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCC(=O)O*,,,5.4365
*CCCCCCOC(=O)NCCSCCCCCCSCCNC(=O)O*,,,5.4367
*CC(*)C(=O)NC,,,5.4371
*CCCCOC(=O)SNCCCCCCNSC(=O)O*,,,5.4377
*C=CC1CC(*)c2c1c(O)n(CCCCCCCCC)c2O,,5.104,5.4434
*CC(CO*)(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,,,5.4465
*NC(CCCCNC(=O)NCCNC(*)=O)C(=O)OC,,,5.4494
*OC1(F)C(C)C(C)(C2(Cl)CNCNC2*)CC1(C)C,,,5.4515
*CC(C)(C)C1CC=C(*)CC1,,,5.4516
*Cc1ccc(COC(=O)CCCC(=O)O*)cc1,,,5.4521
*Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O*)cc1,,,5.4522
*CCc1cccc(*)c1,,,5.4567
*OC(c1ccco1)C(C)(C)C(*)=O,,,5.4574
*OC(C)COC(=O)C(*)=O,,,5.4575
*CCC=C(*)Cl,,,5.461
*CCOC(=O)CCSCCC(=O)O*,,,5.4614
*CCOCC(=O)NCCCCCCNC(=O)CO*,,,5.4615
*NC(C(*)=O)C(C)CC,,,5.462
*C(=O)NCCCCCCNC(=O)N1CCN(*)CC1,,,5.4634
*CCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,5.4635
*Cc1ccc(COC(=O)CCC(=O)O*)cc1,,,5.464
*CC(OCC)C(C#N)(C#N)C(*)(C#N)C(=O)OC,,5.4071,5.4657
*CCCCCCCCCCOC(=O)C(=O)O*,,,5.4658
*C=CC(C)C(*)C(=O)OCC(C)C,,,5.4659
*OCC(F)(F)C(F)(F)C(F)(F)COc1nc(F)nc(*)c1F,,,5.4692
*CNC(=O)N*,,,5.4697
*C=CC(C*)CC,,,5.4701
*c1c(F)c(F)c(*)c(F)c1F,,,5.4728
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)O*,,,5.4734
*CC(*)CN,,,5.4738
*CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,,,5.4741
*C=CC1CC(*)c2c1c(O)n(CCCCCCCC)c2O,,,5.4744
*CCCn1c(O)c2c(c1O)C1C=CC2c2c1c(O)n(*)c2O,,,5.4745
*Oc1cccc(OC(=O)Oc2ccc(OC(*)=O)cc2)c1,,,5.4757
*OC1(C)CCC(*)CC1CCCCCCCC,,,5.4763
*CC1CCC(COC(=O)C(=O)O*)CC1,,,5.4765
*CCC1CN(C(C)(C)C)C(=O)C1*,,,5.4772
*CC(*)N1CCCC1=O,,5.5902,5.4797
*OC([CH3])([CH3])C(*)([CH3])C([CH3])=C([CH3])[CH3],,,5.4798
*OC(CCc1ccccc1)CC(*)=O,,,5.4818
*NC(C)(C)C(C)(C)C(*)=O,,,5.4856
*Cc1cccc(CN(C)C(=O)CCCCC(=O)N(*)C)c1,,,5.4868
*C(=O)CCC=CCCC(=O)N1CCN(*)CC1,,,5.4878
*CC(Cl)(C#N)C1C=CC(*)CC1,,,5.4881
*CNCCCOCO*,-5.21,6.3311,5.4895
*CC(*)OCCCCCCCCCCCC,,,5.4919
*C=CCC(C)(CC*)C(=O)OC,,,5.4945
*CC(*)(Cl)Cl,,,5.4955
*OC(c1ccccc1)C(C)(C)C(*)=O,,,5.5004
*NC(C)CNC(=O)C1CC1C(*)=O,,,5.5051
*CCCCCCN(CC)C(=O)CCCCCCCCCCCCCCCCC(=O)N(*)CC,,,5.5078
*OC(C)CCOC(=O)C(*)=O,,,5.5088
*CCC(=O)OC(=O)CCC1CCC(*)O1,,,5.5098
